idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
219,20 % of the training set is used as validation set for hyper - parameter tuning .,Training Details,Training Details,sentiment_analysis,4,"['B', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",1,0.08333333333333333,218,0.6687116564417178,1,0.08333333333333333,1,1,experimental-setup
220,"We use the Adam optimizer ( Kingma and Ba , 2014 ) for training the parameters starting with an initial learning rate of 0.001 .",Training Details,Training Details,sentiment_analysis,4,"['O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'B', 'O']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O']","['O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'O', 'B-b', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'O']",2,0.16666666666666666,219,0.6717791411042945,2,0.16666666666666666,1,1,experimental-setup
221,Termination of the training - phase is decided by early - stopping with a patience of 10 d = 100 dv = 512 dem = 100 K = 40 R = 3 epochs .,Training Details,Training Details,sentiment_analysis,4,"['B', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'B', 'O', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']",,,3,0.25,220,0.6748466257668712,3,0.25,1,1,experimental-setup
222,The network is subjected to regularization in the form of Dropout and Gradient - clipping for a norm of 40 .,Training Details,Training Details,sentiment_analysis,4,"['O', 'B', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'I', 'I', 'B', 'O', 'B', 'B', 'B', 'O']","['O', 'B-n', 'O', 'B-p', 'I-p', 'B-n', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'B-p', 'B-n', 'O']","['O', 'B-b', 'O', 'B-p', 'I-p', 'B-b', 'B-p', 'I-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'B-p', 'O', 'B-b', 'B-p', 'B-ob', 'O']",4,0.3333333333333333,221,0.6779141104294478,4,0.3333333333333333,1,1,experimental-setup
223,"Finally , the best hyper - parameters are decided using a gridsearch .",Training Details,Training Details,sentiment_analysis,4,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O']","['O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O']",5,0.4166666666666667,222,0.6809815950920245,5,0.4166666666666667,1,1,experimental-setup
225,"For multimodal feature extraction , we explore different designs for the employed CNNs .",Training Details,Training Details,sentiment_analysis,4,"['B', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'B', 'O', 'B', 'I', 'O']","['B-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['B-p', 'B-b', 'I-b', 'I-b', 'O', 'O', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'O']",7,0.5833333333333334,224,0.6871165644171779,7,0.5833333333333334,1,1,experimental-setup
226,"For text , we find the single layer CNN to perform at par with deeper variants .",Training Details,Training Details,sentiment_analysis,4,"['O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'I', 'B', 'I', 'O']","['O', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'O']","['O', 'B-b', 'O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'O']",8,0.6666666666666666,225,0.6901840490797546,8,0.6666666666666666,1,1,experimental-setup
227,"For visual features , however , a deeper CNN provides better representations .",Training Details,Training Details,sentiment_analysis,4,"['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O']","['O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['O', 'B-b', 'I-b', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",9,0.75,226,0.6932515337423313,9,0.75,1,1,experimental-setup
228,We also find that contextually conditioned features perform better than context - less features .,Training Details,Training Details,sentiment_analysis,4,"['O', 'O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",10,0.8333333333333334,227,0.696319018404908,10,0.8333333333333334,1,1,experimental-setup
233,memnet is an end - toend memory network .,Baselines,Baselines,sentiment_analysis,4,"['B', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'O']","['B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",2,0.18181818181818182,232,0.7116564417177914,2,0.18181818181818182,1,1,baselines
235,cLSTM 4 classifies utterances using neighboring utterances ( of same speaker ) as context .,Baselines,Baselines,sentiment_analysis,4,"['B', 'O', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'O']","['B-n', 'O', 'B-p', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O']","['B-b', 'O', 'B-p', 'B-b', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'O']",4,0.36363636363636365,234,0.7177914110429447,4,0.36363636363636365,1,1,baselines
237,"TFN 5 models intra-and intermodality dynamics by explicitly aggregating uni - , bi- and trimodal interactions .",Baselines,Baselines,sentiment_analysis,4,"['B', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['B-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'O', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",6,0.5454545454545454,236,0.7239263803680982,6,0.5454545454545454,1,1,baselines
239,"MFN performs multi-view learning by using Delta - memory Attention Network , a fusion mechanism to learn cross - view interactions .",Baselines,Baselines,sentiment_analysis,4,"['B', 'B', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","['B-n', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'B-p', 'B-b', 'I-b', 'B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",8,0.7272727272727273,238,0.7300613496932515,8,0.7272727272727273,1,1,baselines
241,CMN models separate contexts for both speaker and listener to an utterance .,Baselines,Baselines,sentiment_analysis,4,"['B', 'I', 'B', 'B', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'O']","['B-n', 'I-n', 'B-p', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'O']","['B-b', 'I-b', 'B-p', 'B-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'B-p', 'I-p', 'B-ob', 'O']",10,0.9090909090909091,240,0.7361963190184049,10,0.9090909090909091,1,1,baselines
246,ICON performs better than the compared models with significant performance increase in emotions ( ? 2.1 % acc. ) .,Results,Results,sentiment_analysis,4,"['B', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['B-n', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'B-p', 'I-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",3,0.13043478260869565,245,0.7515337423312883,3,0.13043478260869565,1,1,results
247,"For each emotion , ICON outperforms all the compared models except for happiness emotion .",Results,Results,sentiment_analysis,4,"['B', 'B', 'I', 'O', 'B', 'B', 'B', 'I', 'I', 'I', 'B', 'I', 'B', 'I', 'O']","['B-p', 'B-n', 'I-n', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'O']","['B-p', 'B-b', 'I-b', 'O', 'B-b', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O']",4,0.17391304347826086,246,0.754601226993865,4,0.17391304347826086,1,1,results
248,"However , its performance is still at par with c LSTM without a significant gap .",Results,Results,sentiment_analysis,4,"['O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-b', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'B-p', 'O', 'B-ob', 'I-ob', 'O']",5,0.21739130434782608,247,0.7576687116564417,5,0.21739130434782608,1,1,results
249,"Also , ICON manages to correctly identify the relatively similar excitement emotion by a large margin .",Results,Results,sentiment_analysis,4,"['O', 'O', 'O', 'B', 'I', 'B', 'B', 'O', 'B', 'I', 'I', 'I', 'B', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'B-p', 'B-b', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'O']",6,0.2608695652173913,248,0.7607361963190185,6,0.2608695652173913,1,1,results
251,"In all the labels , ICON attains improved performance over its counterparts , suggesting the efficacy of its context - modeling scheme .",Results,Results,sentiment_analysis,4,"['B', 'O', 'O', 'B', 'O', 'B', 'B', 'B', 'I', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-p', 'O', 'O', 'B-n', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-p', 'O', 'O', 'B-b', 'O', 'B-b', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",8,0.34782608695652173,250,0.7668711656441718,8,0.34782608695652173,1,1,results
263,presents the results for different combinations of modes used by ICON on IEMOCAP .,Results,Results,sentiment_analysis,4,"['B', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'B', 'B', 'B', 'O']","['B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'B-p', 'B-n', 'O']","['B-p', 'O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'I-p', 'B-b', 'B-p', 'B-ob', 'O']",20,0.8695652173913043,262,0.803680981595092,20,0.8695652173913043,1,1,results
264,"As seen , the trimodal network provides the best performance which is preceded by the bimodal variants .",Results,Results,sentiment_analysis,4,"['O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O']",21,0.9130434782608695,263,0.8067484662576687,21,0.9130434782608695,1,1,results
265,"Among unimodals , language modality performs the best , reaffirming its significance in multimodal systems .",Results,Results,sentiment_analysis,4,"['B', 'B', 'O', 'B', 'I', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-p', 'B-n', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-p', 'B-b', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",22,0.9565217391304348,264,0.8098159509202454,22,0.9565217391304348,1,1,results
266,"Interestingly , the audio and visual modality , on their own , do not provide good performance , but when used with text , complementary data is shared to improve over all performance .",Results,Results,sentiment_analysis,4,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'O', 'B-n', 'I-n', 'O', 'B-p', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-b', 'O', 'B-b', 'I-b', 'O', 'B-p', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'O']",23,1.0,265,0.8128834355828221,23,1.0,1,1,results
272,Self vs Dual History :,Ablation Study,Ablation Study,sentiment_analysis,4,"['B', 'I', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'I-b', 'O']",5,0.09803921568627451,271,0.8312883435582822,5,0.35714285714285715,1,1,ablation-analysis
274,"Compared to the dual - history variants ( variants 3 , 5 , and 7 ) , these models provide lesser performance .",Ablation Study,Ablation Study,sentiment_analysis,4,"['B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'B', 'I', 'O']","['B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",7,0.13725490196078433,273,0.8374233128834356,7,0.5,1,1,ablation-analysis
277,DGIM prevents the storage of dynamic influences between speakers at each historical time step and leads to performance deterioration .,Ablation Study,Ablation Study,sentiment_analysis,4,"['B', 'B', 'O', 'B', 'I', 'I', 'I', 'B', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O']","['B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O']","['B-b', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O']",10,0.19607843137254902,276,0.8466257668711656,10,0.7142857142857143,1,1,ablation-analysis
278,"Multi - hop vs No - hop : Variants 2 and 3 represent cases where multi-hop is omitted , i.e. , R = 1 . Performance for them are poorer than variants having multi-hop mechanism ( variants 4 - 7 ) .",Ablation Study,Ablation Study,sentiment_analysis,4,"['B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",11,0.21568627450980393,277,0.8496932515337423,11,0.7857142857142857,1,1,ablation-analysis
279,"Also , removal of multi-hop leads to worse performance than the removal of DGIM .",Ablation Study,Ablation Study,sentiment_analysis,4,"['O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","['O', 'O', 'B-p', 'I-p', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['O', 'O', 'B-p', 'I-p', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",12,0.23529411764705882,278,0.852760736196319,12,0.8571428571428571,1,1,ablation-analysis
281,"However , best performance is achieved by variant 6 which contains all the proposed modules in its pipeline .",Ablation Study,Ablation Study,sentiment_analysis,4,"['O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'O']","['O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['O', 'O', 'B-b', 'I-b', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",14,0.27450980392156865,280,0.8588957055214724,14,1.0,1,1,ablation-analysis
2,Recurrent Attention Network on Memory for Aspect Sentiment Analysis,title,,sentiment_analysis,40,"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']","['O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob']",1,0.0,1,0.004484304932735426,1,0.0,1,1,research-problem
30,"In this paper , we propose a novel framework to solve the above problems in target sentiment analysis .",Introduction,Introduction,sentiment_analysis,40,"['O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'B', 'B', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'O', 'O', 'B-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O']",20,0.6060606060606061,29,0.13004484304932734,20,0.6060606060606061,1,1,model
31,"Specifically , our framework first adopts a bidirectional LSTM ( BLSTM ) to produce the memory ( i.e. the states of time steps generated by LSTM ) from the input , as bidirectional recurrent neural networks ( RNNs ) were found effective for a similar purpose in machine translation .",Introduction,Introduction,sentiment_analysis,40,"['O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-b', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",21,0.6363636363636364,30,0.13452914798206278,21,0.6363636363636364,1,1,model
32,"The memory slices are then weighted according to their relative positions to the target , so that different targets from the same sentence have their own tailor - made memories .",Introduction,Introduction,sentiment_analysis,40,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-b', 'I-b', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",22,0.6666666666666666,31,0.13901345291479822,22,0.6666666666666666,1,1,model
33,"After that , we pay multiple attentions on the position - weighted memory and nonlinearly combine the attention results with a recurrent network , i.e. GRUs .",Introduction,Introduction,sentiment_analysis,40,"['O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",23,0.696969696969697,32,0.14349775784753363,23,0.696969696969697,1,1,model
34,"Finally , we apply softmax on the output of the GRU network to predict the sentiment on the target .",Introduction,Introduction,sentiment_analysis,40,"['O', 'O', 'O', 'B', 'B', 'B', 'O', 'B', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'O', 'B', 'O']",,,24,0.7272727272727273,33,0.14798206278026907,24,0.7272727272727273,1,1,model
35,Our framework introduces a novel way of applying multiple - attention mechanism to synthesize important features in difficult sentence structures .,Introduction,Introduction,sentiment_analysis,40,"['B', 'I', 'B', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'B', 'I', 'B', 'I', 'B', 'B', 'I', 'I', 'O']","['B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'I-p', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O']",25,0.7575757575757576,34,0.15246636771300448,25,0.7575757575757576,1,1,model
149,Average Context :,Compared Methods,Compared Methods,sentiment_analysis,40,"['B', 'I', 'O']","['B-n', 'I-n', 'O']","['B-b', 'I-b', 'O']",2,0.125,148,0.6636771300448431,2,0.125,1,1,baselines
150,There are two versions of this method .,Compared Methods,Compared Methods,sentiment_analysis,40,"['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O']",3,0.1875,149,0.6681614349775785,3,0.1875,1,1,baselines
