labels,text,predicates,subj/obj,triple_A,triple_B,triple_C,triple_D
ablation-analysis,"Finally when we remove the character - level embedding , the accuracy will drop to 88.26 % .","[('remove', (3, 4)), ('to', (14, 15))]","[('character - level embedding', (5, 9)), ('accuracy', (11, 12)), ('drop', (13, 14)), ('88.26 %', (15, 17))]",[],[],[],[]
results,"As shown in , the F 1 score of the new system is 14 . 26 % higher than the baseline system .","[('of', (8, 9)), ('is', (12, 13)), ('higher than', (17, 19))]","[('F 1 score', (5, 8)), ('new system', (10, 12)), ('14 . 26 %', (13, 17)), ('baseline system', (20, 22))]",[],[],[],[]
research-problem,Deep Fusion LSTMs for Text Semantic Matching,[],[],[],[],[],[]
research-problem,"Recently , there is rising interest in modelling the interactions of text pair with deep neural networks .",[],"[('modelling the interactions of text pair', (7, 13))]",[],[],[],[]
research-problem,"Among many natural language processing ( NLP ) tasks , such as text classification , question answering and machine translation , a common problem is modelling the relevance / similarity of a pair of texts , which is also called text semantic matching .",[],"[('modelling the relevance / similarity of a pair of texts', (25, 35)), ('text semantic matching', (40, 43))]",[],[],[],[]
model,"In this paper , we adopt a deep fusion strategy to model the strong interactions of two sentences .","[('adopt', (5, 6)), ('to model', (10, 12)), ('of', (15, 16))]","[('deep fusion strategy', (7, 10)), ('strong interactions', (13, 15)), ('two sentences', (16, 18))]",[],[],[],[]
research-problem,"Thus , text matching can be regarded as modelling the interaction of two texts in a recursive matching way .","[('regarded as', (6, 8)), ('of', (11, 12)), ('in', (14, 15))]","[('text matching', (2, 4)), ('modelling', (8, 9)), ('interaction', (10, 11)), ('two texts', (12, 14)), ('recursive matching way', (16, 19))]",[],[],[],[]
model,"Following this idea , we propose deep fusion long short - term memory neural networks ( DF - LSTMs ) to model the interactions recursively .","[('propose', (5, 6)), ('to model', (20, 22))]","[('deep fusion long short - term memory neural networks ( DF - LSTMs )', (6, 20)), ('interactions', (23, 24))]",[],[],[],[]
model,"More concretely , DF - LSTMs consist of two interconnected conditional LSTMs , each of which models apiece of text under the influence of another .","[('consist of', (6, 8)), ('models', (16, 17)), ('under', (20, 21))]","[('DF - LSTMs', (3, 6)), ('two interconnected conditional LSTMs', (8, 12)), ('apiece of', (17, 19)), ('text', (19, 20)), ('influence', (22, 23)), ('another', (24, 25))]",[],[],[],[]
model,The output vector of DF - LSTMs is fed into a task - specific output layer to compute the match - ing score .,"[('of', (3, 4)), ('fed into', (8, 10)), ('to compute', (16, 18))]","[('output vector', (1, 3)), ('DF - LSTMs', (4, 7)), ('task - specific output layer', (11, 16)), ('match - ing score', (19, 23))]",[],[],[],[]
model,"Different with previous models , DF - LSTMs model the strong interactions of two texts in a recursive matching way , which consist of two inter -and intra-dependent LSTMs .","[('model', (8, 9)), ('of', (12, 13)), ('in', (15, 16)), ('consist of', (22, 24))]","[('strong interactions', (10, 12)), ('two texts', (13, 15)), ('recursive matching way', (17, 20)), ('two inter -and intra-dependent LSTMs', (24, 29))]",[],[],[],[]
research-problem,Recursively Text Semantic Matching,[],[],[],[],[],[]
model,Long Short - Term Memory Network,[],[],[],[],[],[]
research-problem,Deep Fusion LSTMs for Recursively Semantic Matching,[],[],[],[],[],[]
baselines,Neural bag - of - words ( NBOW ) :,[],"[('Neural bag - of - words ( NBOW )', (0, 9))]",[],[],[],[]
baselines,"Each sequence is represented as the sum of the embeddings of the words it contains , then they are concatenated and fed to a MLP .","[('represented as', (3, 5)), ('of', (7, 8)), ('of', (10, 11)), ('to', (22, 23))]","[('Each sequence', (0, 2)), ('sum', (6, 7)), ('embeddings', (9, 10)), ('words it contains', (12, 15)), ('concatenated and fed', (19, 22)), ('MLP', (24, 25))]",[],[],[],[]
baselines,"Single LSTM : Two sequences are encoded by a single LSTM , proposed by .","[('encoded by', (6, 8))]","[('Single LSTM', (0, 2))]",[],[],[],[]
baselines,"Parallel LSTMs : Two sequences are first encoded by two LSTMs separately , then they are concatenated and fed to a MLP .","[('encoded by', (7, 9))]","[('Parallel LSTMs', (0, 2)), ('two LSTMs', (9, 11)), ('concatenated', (16, 17)), ('MLP', (21, 22))]",[],[],[],[]
baselines,"Attention LSTMs : Two sequences are encoded by LSTMs with attention mechanism , proposed by .","[('encoded by', (6, 8)), ('with', (9, 10))]","[('Attention LSTMs', (0, 2)), ('Two sequences', (3, 5)), ('LSTMs', (8, 9)), ('attention mechanism', (10, 12))]",[],[],[],[]
baselines,"Word - by - word Attention LSTMs : An improved strategy of attention LSTMs , which introduces word - by - word attention mechanism and is proposed by . :","[('of', (11, 12)), ('introduces', (16, 17))]","[('Word - by - word Attention LSTMs', (0, 7)), ('improved strategy', (9, 11)), ('word - by - word attention mechanism', (17, 24))]",[],[],[],[]
results,Experiment - I : Recognizing Textual Entailment,[],[],[],[],[],[]
results,"The results of DF - LSTMs outperform all the competitor models with the same number of hidden states while achieving comparable results to the state - of - the - art and using much fewer parameters , which indicate that it is effective to model the strong interactions of two texts in a recursive matching way .","[('results of', (1, 3)), ('with', (11, 12)), ('achieving', (19, 20)), ('to', (22, 23))]","[('DF - LSTMs', (3, 6)), ('outperform', (6, 7)), ('all the competitor models', (7, 11)), ('same number of hidden states', (13, 18)), ('comparable results', (20, 22)), ('state - of - the - art', (24, 31)), ('much fewer parameters', (33, 36))]",[],[],[],[]
results,"By analyzing the evaluation results of questionanswer matching in , we can see strong interaction models ( attention LSTMs , our DF - LSTMs ) consistently outperform the weak interaction models ( NBOW , parallel LSTMs ) with a large margin , which suggests the importance of modelling strong interaction of two sentences .","[('analyzing', (1, 2)), ('of', (5, 6)), ('can see', (11, 13)), ('consistently outperform', (25, 27)), ('with', (37, 38))]","[('evaluation results', (3, 5)), ('questionanswer matching', (6, 8)), ('strong interaction models ( attention LSTMs , our DF - LSTMs )', (13, 25)), ('weak interaction models ( NBOW , parallel LSTMs )', (28, 37)), ('large margin', (39, 41))]",[],[],[],[]
research-problem,Using Wikipedia articles as the knowledge source causes the task of question answering ( QA ) to combine the challenges of both large - scale open - domain QA and of machine comprehension of text .,[],"[('question answering ( QA )', (11, 16))]",[],[],[],[]
research-problem,"We term this setting , machine reading at scale ( MRS ) .",[],"[('machine reading at scale ( MRS )', (5, 12))]",[],[],[],[]
model,Our work treats Wikipedia as a collection of articles and does not rely on its internal graph structure .,"[('treats', (2, 3)), ('as', (4, 5))]","[('Wikipedia', (3, 4)), ('collection of articles', (6, 9))]",[],[],[],[]
model,"Instead MRS is focused on simultaneously maintaining the challenge of machine comprehension , which requires the deep understanding of text , while keeping the realistic constraint of searching over a large open resource .","[('focused on', (3, 5))]","[('MRS', (1, 2)), ('simultaneously', (5, 6)), ('machine comprehension', (10, 12))]",[],[],[],[]
model,"In this paper , we show how multiple existing QA datasets can be used to evaluate MRS by requiring an open - domain system to perform well on all of them at once .","[('show', (5, 6)), ('by requiring', (17, 19)), ('to perform', (24, 26)), ('on', (27, 28))]","[('multiple existing QA datasets', (7, 11)), ('MRS', (16, 17)), ('open - domain system', (20, 24)), ('well', (26, 27)), ('all of them', (28, 31))]",[],[],[],[]
model,"We develop DrQA , a strong system for question answering from Wikipedia composed of : ( 1 ) Document Retriever , a module using bigram hashing and TF - IDF matching designed to , given a question , efficiently return a subset of relevant articles and ( 2 ) Document Reader , a multi - layer recurrent neural network machine comprehension model trained to detect answer spans in those few returned documents .","[('develop', (1, 2)), ('composed of', (12, 14)), ('using', (23, 24)), ('designed to', (31, 33)), ('efficiently return', (38, 40)), ('of', (42, 43))]","[('DrQA', (2, 3)), ('question answering', (8, 10)), ('Document Retriever', (18, 20)), ('module', (22, 23)), ('bigram hashing and TF - IDF matching', (24, 31)), ('subset', (41, 42)), ('relevant articles', (43, 45)), ('Document Reader', (49, 51)), ('multi - layer', (53, 56)), ('answer spans', (65, 67))]",[],[],[],[]
experiments,Our System : DrQA,[],"[('Our System', (0, 2))]",[],[],[],[]
results,WikiMovies,[],[],[],[],[],[]
experimental-setup,We use 3 - layer bidirectional LSTMs with h = 128 hidden units for both paragraph and question encoding .,"[('use', (1, 2)), ('with', (7, 8)), ('for', (13, 14))]","[('3 - layer bidirectional LSTMs', (2, 7)), ('h = 128 hidden units', (8, 13)), ('both', (14, 15)), ('paragraph and question encoding', (15, 19))]",[],[],[],[]
experimental-setup,"We apply the Stanford CoreNLP toolkit for tokenization and also generating lemma , partof - speech , and named entity tags .","[('apply', (1, 2)), ('for', (6, 7)), ('generating', (10, 11))]","[('Stanford CoreNLP toolkit', (3, 6)), ('tokenization', (7, 8)), ('lemma', (11, 12)), ('partof - speech', (13, 16)), ('named entity tags', (18, 21))]",[],[],[],[]
experimental-setup,We use Adamax for optimization as described in .,"[('use', (1, 2)), ('for', (3, 4))]","[('Adamax', (2, 3)), ('optimization', (4, 5))]",[],[],[],[]
experimental-setup,Dropout with p = 0.3 is applied to word embeddings and all the hidden units of LSTMs .,"[('with', (1, 2)), ('applied to', (6, 8)), ('of', (15, 16))]","[('Dropout', (0, 1)), ('p = 0.3', (2, 5)), ('word embeddings and all the hidden units', (8, 15)), ('LSTMs', (16, 17))]",[],[],[],[]
results,"Our system ( single model ) can achieve 70.0 % exact match and 79.0 % F 1 scores on the test set , which surpasses all the published results and can match the top performance on the SQuAD leaderboard at the time of writing .","[('achieve', (7, 8)), ('on', (18, 19))]","[('Our system ( single model )', (0, 6)), ('70.0 % exact match', (8, 12)), ('79.0 % F 1 scores', (13, 18)), ('test set', (20, 22))]",[],[],[],[]
results,As shown in all the features contribute to the performance of our final system .,"[('contribute to', (6, 8)), ('of', (10, 11))]","[('performance', (9, 10)), ('our final system', (11, 14))]",[],[],[],[]
results,"Without the aligned question embedding feature ( only word embedding and a few manual features ) , our system is still able to achieve F1 over 77 % .","[('Without', (0, 1)), ('able to achieve', (21, 24)), ('over', (25, 26))]","[('aligned question embedding feature', (2, 6)), ('our system', (17, 19)), ('F1', (24, 25)), ('77 %', (26, 28))]",[],[],[],[]
baselines,SQuAD : A single Document Reader model is trained on the SQuAD training set only and used on all evaluation sets .,"[('trained on', (8, 10)), ('used on', (16, 18))]","[('SQuAD', (0, 1)), ('single Document Reader model', (3, 7)), ('SQuAD training set', (11, 14)), ('all evaluation sets', (18, 21))]",[],[],[],[]
baselines,Fine-tune ( DS ) : A Document Reader model is pre-trained on SQuAD and then fine - tuned for each dataset independently using its distant supervision ( DS ) training set .,"[('pre-trained on', (10, 12)), ('fine - tuned for', (15, 19)), ('using', (22, 23))]","[('Fine-tune ( DS )', (0, 4)), ('SQuAD', (12, 13)), ('each dataset independently', (19, 22)), ('distant supervision ( DS ) training set', (24, 31))]",[],[],[],[]
baselines,Multitask ( DS ) :,[],"[('Multitask ( DS )', (0, 4))]",[],[],[],[]
results,"Despite the difficulty of the task compared to machine comprehension ( where you are given the right paragraph ) and unconstrained QA ( using redundant resources ) , Dr QA still provides reasonable performance across all four datasets .",[],"[('unconstrained QA', (20, 22)), ('Dr QA', (28, 30)), ('reasonable performance', (32, 34))]",[],[],[],[]
research-problem,A Deep Cascade Model for Multi - Document Reading Comprehension,[],[],[],[],[],[]
research-problem,"Machine reading comprehension ( MRC ) , which empowers computers with the ability to read and comprehend knowledge and then answer questions from textual data , has made rapid progress in recent years .",[],"[('Machine reading comprehension ( MRC )', (0, 6))]",[],[],[],[]
model,"To address the above problems , we propose a deep cascade model which combines the advantages of both methods in a coarse - to - fine manner .","[('propose', (7, 8)), ('combines', (13, 14)), ('in', (19, 20))]","[('deep cascade model', (9, 12)), ('advantages', (15, 16)), ('coarse - to - fine manner', (21, 27))]",[],[],[],[]
model,Then the selected paragraphs are passed to the attention - based deep MRC model for extracting the actual answer span at word level .,"[('passed to', (5, 7)), ('for extracting', (14, 16)), ('at', (20, 21))]","[('selected paragraphs', (2, 4)), ('attention - based deep MRC model', (8, 14)), ('actual answer span', (17, 20)), ('word level', (21, 23))]",[],[],[],[]
model,"To better support the answer extraction , we also introduce the document extraction and paragraph extraction as two auxiliary tasks , which helps to quickly narrow down the entire search space .","[('introduce', (9, 10)), ('as', (16, 17))]","[('answer extraction', (4, 6)), ('document extraction and paragraph extraction', (11, 16)), ('two auxiliary tasks', (17, 20))]",[],[],[],[]
model,"We jointly optimize all the three tasks in a unified deep MRC model , which shares some common bottom layers .","[('jointly optimize', (1, 3)), ('in', (7, 8)), ('shares', (15, 16))]","[('all the three tasks', (3, 7)), ('unified deep MRC model', (9, 13)), ('some common bottom layers', (16, 20))]",[],[],[],[]
model,"This cascaded structure enables the models to perform a coarse - to - fine pruning at different stages , better models can be learnt effectively and efficiently .","[('enables', (3, 4)), ('to perform', (6, 8)), ('at', (15, 16)), ('can be learnt', (21, 24))]","[('models', (5, 6)), ('coarse - to - fine pruning', (9, 15)), ('different stages', (16, 18)), ('better models', (19, 21))]",[],[],[],[]
model,"The overall framework of our model is demonstrated in , which consists of three modules : document retrieval , paragraph retrieval and answer extraction .","[('consists of', (11, 13))]","[('three modules', (13, 15)), ('document retrieval', (16, 18)), ('paragraph retrieval', (19, 21)), ('answer extraction', (22, 24))]",[],[],[],[]
model,"The module at each subsequent stage consumes the output from the previous stage , and further prunes the documents , paragraphs and answer spans given the question .","[('at', (2, 3)), ('consumes', (6, 7)), ('from', (9, 10)), ('further prunes', (15, 17)), ('given', (24, 25))]","[('module', (1, 2)), ('each subsequent stage', (3, 6)), ('output', (8, 9)), ('previous stage', (11, 13)), ('documents', (18, 19)), ('paragraphs and', (20, 22)), ('answer spans', (22, 24)), ('question', (26, 27))]",[],[],[],[]
model,"For each of the first two modules , we define a ranking function and an extraction function .","[('define', (9, 10))]","[('ranking function', (11, 13)), ('extraction function', (15, 17))]",[],[],[],[]
model,"The ranking function is first used as a preliminary filter to discard most of the irrelevant documents or paragraphs , so as to keep our framework efficient .","[('used as', (5, 7)), ('to discard', (10, 12)), ('to keep', (22, 24))]","[('ranking function', (1, 3)), ('preliminary filter', (8, 10)), ('most of the irrelevant documents or paragraphs', (12, 19)), ('our framework efficient', (24, 27))]",[],[],[],[]
model,"The extraction function is then designed to deal with the auxiliary document and paragraph extraction tasks , which is jointly optimized with the final answer extraction module for better extraction performance .","[('designed to deal with', (5, 9)), ('jointly optimized with', (19, 22)), ('for', (27, 28))]","[('extraction function', (1, 3)), ('auxiliary document and paragraph extraction tasks', (10, 16)), ('final answer extraction module', (23, 27)), ('better extraction performance', (28, 31))]",[],[],[],[]
model,"The main contributions can be summarized as follow : We propose a deep cascade learning framework to address the practical multi-document machine reading comprehension task , which considers both the effectiveness and efficiency in a coarse - to - fine manner .","[('propose', (10, 11)), ('to address', (16, 18)), ('considers', (27, 28))]","[('deep cascade learning framework', (12, 16))]",[],[],[],[]
model,"We incorporate the auxiliary document extraction and paragraph extraction tasks to the pure answer span prediction , which helps to narrow down the search space and improves the final extraction result in multi-document MRC scenario .","[('incorporate', (1, 2)), ('to', (10, 11))]","[('auxiliary document extraction and paragraph extraction tasks', (3, 10)), ('pure answer span prediction', (12, 16))]",[],[],[],[]
research-problem,Related Work Machine Reading Comprehension,[],[],[],[],[],[]
model,Cascade Learning,[],[],[],[],[],[]
experimental-setup,"Since the Trivia QA documents often contain many small paragraphs , we also restructure the documents by merging consecutive paragraphs to a maximum size of 600 words for each paragraph as in ( Clark and Gardner 2017 ) .","[('restructure', (13, 14)), ('by merging', (16, 18)), ('to', (20, 21)), ('of', (24, 25)), ('for', (27, 28))]","[('Trivia QA', (2, 4)), ('documents', (15, 16)), ('consecutive paragraphs', (18, 20)), ('maximum size', (22, 24)), ('600 words', (25, 27)), ('each paragraph', (28, 30))]",[],[],[],[]
experimental-setup,"For the multi-task deep attention framework , we adopt the Adam optimizer for training , with a mini-batch size of 32 and initial learning rate of 0.0005 .","[('For', (0, 1)), ('adopt', (8, 9)), ('for', (12, 13)), ('with', (15, 16))]","[('multi-task deep attention framework', (2, 6)), ('Adam optimizer', (10, 12)), ('training', (13, 14)), ('mini-batch size', (17, 19)), ('32', (20, 21)), ('initial learning rate', (22, 25)), ('0.0005', (26, 27))]",[],[],[],[]
experimental-setup,We use the GloVe 300 dimensional word embeddings in TriviaQA and train a word2 vec word embeddings with the whole DuReader corpus for DuReader .,"[('use', (1, 2)), ('in', (8, 9)), ('train', (11, 12)), ('with', (17, 18)), ('for', (22, 23))]","[('GloVe 300 dimensional word embeddings', (3, 8)), ('TriviaQA', (9, 10)), ('word2 vec word embeddings', (13, 17)), ('whole DuReader corpus', (19, 22)), ('DuReader', (23, 24))]",[],[],[],[]
experimental-setup,The word embeddings are fixed during training .,"[('fixed during', (4, 6))]","[('word embeddings', (1, 3)), ('training', (6, 7))]",[],[],[],[]
experimental-setup,The hidden size of LSTM is set as 150 for TriviaQA and 128 for DuReader .,"[('of', (3, 4)), ('set as', (6, 8)), ('for', (9, 10))]","[('hidden size', (1, 3)), ('LSTM', (4, 5)), ('150', (8, 9)), ('TriviaQA', (10, 11)), ('128', (12, 13)), ('DuReader', (14, 15))]",[],[],[],[]
experimental-setup,The task - specific hyper - parameters ? 1 and ? 2 in Equ. 15 are set as ? 1 = ? 2 = 0.5 . Regularization parameter ? in Equ.,"[('set as', (16, 18))]","[('Regularization parameter', (26, 28))]",[],[],[],[]
experimental-setup,All models are trained on Nvidia Tesla M40 GPU with Cudnn LSTM cell in Tensorflow 1.3 .,"[('trained on', (3, 5)), ('with', (9, 10)), ('in', (13, 14))]","[('Nvidia Tesla M40 GPU', (5, 9)), ('Cudnn LSTM cell', (10, 13)), ('Tensorflow 1.3', (14, 16))]",[],[],[],[]
results,"We can see that by adopting the deep cascade learning framework , the proposed model outperforms the previous state - of - the - art methods by an evident margin on both datasets , which validates the effectiveness of the proposed method in addressing the challenging multi-document MRC task .","[('adopting', (5, 6)), ('by', (26, 27))]","[('deep cascade learning framework', (7, 11)), ('proposed model', (13, 15)), ('outperforms', (15, 16)), ('previous state - of - the - art methods', (17, 26)), ('evident margin', (28, 30)), ('both datasets', (31, 33)), ('proposed method', (40, 42))]",[],[],[],[]
ablation-analysis,"From the results , we can see that : 1 ) the shared LSTM plays an important role in answer extraction among multiple documents , the benefit lies in two parts : a ) it helps to normalize the content probability score from multiple documents so that the answers extracted from different documents can be directly compared ; b ) it can keep the ranking order from document ranking component in mind , which may serve as an additional signal when predicting the best answer .","[('see', (6, 7)), ('in', (18, 19)), ('among', (21, 22)), ('from', (42, 43)), ('extracted from', (49, 51)), ('can keep', (61, 63)), ('from', (66, 67))]","[('shared LSTM', (12, 14)), ('important', (16, 17)), ('answer extraction', (19, 21)), ('multiple documents', (22, 24)), ('content probability score', (39, 42)), ('multiple documents', (43, 45)), ('ranking order', (64, 66)), ('document ranking component', (67, 70))]",[],[],[],[]
ablation-analysis,"2 ) Both the preliminary cascade ranking and multi-task answer extraction strategy are vital for the final performance , which serve as a good trade - off between the pure pipeline method and fully joint learning method .","[('serve as', (20, 22)), ('between', (27, 28))]","[('Both the preliminary cascade ranking and multi-task answer extraction strategy', (2, 12)), ('vital', (13, 14)), ('final performance', (16, 18)), ('good trade - off', (23, 27)), ('pure pipeline method and fully joint learning method', (29, 37))]",[],[],[],[]
ablation-analysis,"Jointly training the three extraction tasks can provide great benefits , which shows that the three tasks are actually closely related and can boost each other with shared representations at bottom layers .","[('Jointly training', (0, 2)), ('provide', (7, 8)), ('shows', (12, 13)), ('with', (26, 27)), ('at', (29, 30))]","[('three extraction tasks', (3, 6)), ('great benefits', (8, 10)), ('three tasks', (15, 17)), ('closely related', (19, 21)), ('boost', (23, 24)), ('each other', (24, 26)), ('shared representations', (27, 29)), ('bottom layers', (30, 32))]",[],[],[],[]
ablation-analysis,Effectiveness v.s. Efficiency Trade - off,[],[],[],[],[],[]
ablation-analysis,The result on DuReader development set is presented in .,"[('on', (2, 3))]","[('DuReader development set', (3, 6))]",[],[],[],[]
ablation-analysis,"We can see that : 1 ) By properly taking more documents or paragraphs into consideration , the performance of the model gradually increases when it reaches 4 documents and 2 paragraphs , and then the performance decreases slightly which maybe due to that much noisy data is introduced .","[('By properly', (7, 9)), ('into', (14, 15)), ('of', (19, 20)), ('when', (24, 25)), ('reaches', (26, 27))]","[('more documents or paragraphs', (10, 14)), ('consideration', (15, 16)), ('performance', (18, 19)), ('model', (21, 22)), ('gradually increases', (22, 24)), ('4 documents and 2 paragraphs', (27, 32)), ('performance', (36, 37)), ('decreases slightly', (37, 39))]",[],[],[],[]
ablation-analysis,"2 ) The time cost can be largely reduced by removing more irrelevant documents and paragraphs in the cascade ranking stage , while keeping the performance not change that much .","[('can be', (5, 7)), ('by removing', (9, 11)), ('in', (16, 17))]","[('time cost', (3, 5)), ('largely reduced', (7, 9)), ('more irrelevant documents and paragraphs', (11, 16)), ('cascade ranking stage', (18, 21)), ('performance', (25, 26)), ('not change that much', (26, 30))]",[],[],[],[]
ablation-analysis,The performance of jointly training the answer extraction module with different auxiliary tasks on DuReader development set is shown in Table 5 .,"[('of', (2, 3)), ('on', (13, 14))]","[('performance', (1, 2)), ('jointly training', (3, 5)), ('answer extraction module', (6, 9)), ('DuReader development set', (14, 17))]",[],[],[],[]
ablation-analysis,"We can see that by incorporating the auxiliary document extraction or paragraph extraction task in the joint learning framework , the performance can always improve which again shows the advantage of introducing auxiliary tasks for helping to learn shared bottom representations .","[('incorporating', (5, 6)), ('in', (14, 15)), ('can', (22, 23))]","[('auxiliary document extraction or paragraph extraction task', (7, 14)), ('joint learning framework', (16, 19)), ('performance', (21, 22)), ('always improve', (23, 25))]",[],[],[],[]
ablation-analysis,"Besides , the performance gain by adding document extraction task is larger , which maybe due to that it can better lay the foundation of the model with that information from different documents can be distinguished .","[('by adding', (5, 7)), ('is', (10, 11))]","[('performance gain', (3, 5)), ('document extraction task', (7, 10)), ('larger', (11, 12))]",[],[],[],[]
results,Results on E-commerce and Tax data,[],[],[],[],[],[]
results,"Besides , the performance with respect to F 1 score is also largely improved with the proposed multi-document MRC model , which demonstrates the effectiveness of our method for removing the rich irrelevant noisy content in our online scenario .","[('with respect to', (4, 7))]","[('performance', (3, 4)), ('F 1 score', (7, 10)), ('largely improved', (12, 14)), ('proposed multi-document MRC model', (16, 20))]",[],[],[],[]
results,Results on Different Document Lengths,[],[],[],[],[],[]
results,"We can see that without incorporating with the cascade ranking module , the answer extraction module performs rather poorly both in effectiveness and efficiency as the document length increases .","[('without incorporating with', (4, 7)), ('performs', (16, 17)), ('both in', (19, 21)), ('as', (24, 25))]","[('cascade ranking module', (8, 11)), ('answer extraction module', (13, 16)), ('rather poorly', (17, 19)), ('effectiveness and efficiency', (21, 24)), ('document length', (26, 28)), ('increases', (28, 29))]",[],[],[],[]
research-problem,U - Net : Machine Reading Comprehension with Unanswerable Questions,[],"[('Machine Reading Comprehension', (4, 7))]",[],[],[],[]
research-problem,Machine reading comprehension with unanswerable questions is a new challenging task for natural language processing .,[],"[('Machine reading comprehension', (0, 3))]",[],[],[],[]
research-problem,"Machine reading comprehension ( MRC ) is a challenging task in natural language processing , which requires that machine can read , understand , and answer questions about a text .",[],"[('Machine reading comprehension ( MRC )', (0, 6))]",[],[],[],[]
experimental-setup,"Glove embedding ( Pennington , Socher , and Manning 2014 ) and Elmo embedding ) are used as basic embeddings .","[('used as', (16, 18))]","[('Glove embedding', (0, 2)), ('Elmo embedding', (12, 14)), ('basic embeddings', (18, 20))]",[],[],[],[]
experimental-setup,"We use Spacy to process each question and passage to obtain tokens , POS tags , NER tags and lemmas tags of each text .","[('use', (1, 2)), ('to process', (3, 5)), ('to obtain', (9, 11)), ('of', (21, 22))]","[('Spacy', (2, 3)), ('each question and passage', (5, 9)), ('tokens', (11, 12)), ('POS tags', (13, 15)), ('NER tags', (16, 18)), ('lemmas tags', (19, 21)), ('each text', (22, 24))]",[],[],[],[]
experimental-setup,"We use 12 dimensions to embed POS tags , 8 for NER tags .","[('use', (1, 2)), ('to embed', (4, 6)), ('for', (10, 11))]","[('12 dimensions', (2, 4)), ('POS tags', (6, 8)), ('8', (9, 10)), ('NER tags', (11, 13))]",[],[],[],[]
experimental-setup,"We use 3 binary features : exact match , lower - case match and lemma match between the question and passage .","[('use', (1, 2)), ('between', (16, 17))]","[('3 binary features', (2, 5)), ('exact match', (6, 8)), ('lower - case match', (9, 13)), ('lemma match', (14, 16)), ('question and', (18, 20)), ('passage', (20, 21))]",[],[],[],[]
experimental-setup,We use 100 - dim Glove pretrained word embeddings and 1024 - dim Elmo embeddings .,"[('use', (1, 2))]","[('100 - dim Glove pretrained word embeddings', (2, 9)), ('1024 - dim Elmo embeddings', (10, 15))]",[],[],[],[]
experimental-setup,All the LSTM blocks are bi-directional with one single layer .,"[('are', (4, 5)), ('with', (6, 7))]","[('LSTM blocks', (2, 4)), ('bi-directional', (5, 6)), ('one single layer', (7, 10))]",[],[],[],[]
experimental-setup,"We set the hidden layer dimension as 125 , attention layer dimension as 250 .","[('set', (1, 2)), ('as', (6, 7))]","[('hidden layer dimension', (3, 6)), ('125', (7, 8)), ('attention layer dimension', (9, 12)), ('250', (13, 14))]",[],[],[],[]
experimental-setup,"We added a dropout layer overall the modeling layers , including the embedding layer , at a dropout rate of 0.3 .","[('added', (1, 2)), ('overall', (5, 6)), ('including', (10, 11)), ('at', (15, 16)), ('of', (19, 20))]","[('dropout layer', (3, 5)), ('modeling layers', (7, 9)), ('embedding layer', (12, 14)), ('dropout rate', (17, 19)), ('0.3', (20, 21))]",[],[],[],[]
experimental-setup,We use Adam optimizer with a learning rate of 0.002 ( Kingma and Ba 2014 ) .,"[('use', (1, 2)), ('with', (4, 5)), ('of', (8, 9))]","[('Adam optimizer', (2, 4)), ('learning rate', (6, 8)), ('0.002', (9, 10))]",[],[],[],[]
results,"Our model achieves an F 1 score of 74.0 and an EM score of 70.3 on the development set , and an F 1 score of 72.6 and an EM score of 69.2 on Test set 1 , as shown in .","[('achieves', (2, 3))]","[('Our model', (0, 2)), ('F 1 score', (4, 7)), ('74.0', (8, 9)), ('EM score', (11, 13)), ('70.3', (14, 15)), ('development set', (17, 19)), ('F 1 score', (22, 25)), ('EM score', (29, 31))]",[],[],[],[]
results,Our model outperforms most of the previous approaches .,[],"[('Our model', (0, 2)), ('outperforms', (2, 3)), ('most of the previous approaches', (3, 8))]",[],[],[],[]
results,"Comparing to the best - performing systems , our model has a simple architecture and is an end - to - end model .","[('Comparing to', (0, 2)), ('is', (15, 16))]","[('best - performing systems', (3, 7)), ('our model', (8, 10)), ('simple architecture', (12, 14)), ('end - to - end model', (17, 23))]",[],[],[],[]
results,"In fact , among all the end - to - end models , we achieve the best F1 scores .","[('among', (3, 4)), ('achieve', (14, 15))]","[('all the end - to - end models', (4, 12)), ('best F1 scores', (16, 19))]",[],[],[],[]
ablation-analysis,"Results show that the performance dropped slightly , suggesting sharing BiLSTM is an effective method to improve the quality of the encoder .","[('show', (1, 2))]","[('performance', (4, 5)), ('dropped slightly', (5, 7))]",[],[],[],[]
ablation-analysis,"Compared to the bi-attention model , the F1 - score decreases 0.5 % .","[('Compared to', (0, 2))]","[('bi-attention model', (3, 5)), ('F1 - score', (7, 10)), ('decreases', (10, 11)), ('0.5 %', (11, 13))]",[],[],[],[]
ablation-analysis,Multi- task Study,[],[],[],[],[],[]
ablation-analysis,Results ( the first two rows in ) show that there is a large gain when using the multi - task model .,"[('show', (8, 9)), ('when using', (15, 17))]","[('large gain', (13, 15)), ('multi - task model', (18, 22))]",[],[],[],[]
ablation-analysis,"For the answer boundary detection task , we find that the multi -task setup ( i.e. , the classification layer participates in the training process ) does not help its performance .","[('For', (0, 1)), ('find that', (8, 10)), ('does not', (26, 28))]","[('answer boundary detection task', (2, 6)), ('multi -task setup', (11, 14)), ('help', (28, 29)), ('its', (29, 30)), ('performance', (30, 31))]",[],[],[],[]
